"","ensembl","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","Gene.stable.ID.version","Chromosome.scaffold.name","Gene.start..bp.","Gene.description","Gene.end..bp.","Strand","Transcript.count","Gene.type","Gene.name"
"27","ENSG00000005020",9561,945.233462850706,0.124932024174981,0.209155805093391,0.597315595037857,0.550296694413659,0.874518925182184,"SKAP2","ENSG00000005020.13","7",26667068,"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]",26995239,-1,9,"protein_coding","SKAP2"
"28","ENSG00000005022",12323,3832.78455651428,-0.0490422486141035,0.163319255994905,-0.300284545844572,0.763960120252513,0.941762395168975,"SLC25A5","ENSG00000005022.6","X",119468422,"solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]",119471396,1,4,"protein_coding","SLC25A5"
"29","ENSG00000005059",10,107.29826798768,-1.11432294827714,0.222633423714826,-5.00519162704202,5.58064860540328e-07,0.000848314394507353,"MCUB","ENSG00000005059.16","4",109560209,"mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076]",109688719,1,5,"protein_coding","MCUB"
"30","ENSG00000005100",4344,533.194839278264,0.230028504960116,0.168537661062326,1.36484927766412,0.172300427087706,0.602793738126631,"DHX33","ENSG00000005100.13","17",5440917,"DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]",5468982,-1,5,"protein_coding","DHX33"
"31","ENSG00000005187",4356,32.5279137507641,-0.659762553130355,0.484260426588648,-1.36241269553662,0.173067679390639,0.603063649460076,"ACSM3","ENSG00000005187.12","16",20610243,"acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]",20797581,1,15,"protein_coding","ACSM3"
"32","ENSG00000005189",4460,57.0670782500988,0.449770686947949,0.33436224062504,1.34515992627388,0.178573594313086,0.60841955099229,"REXO5","ENSG00000005189.19","16",20806429,"RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]",20849668,1,19,"protein_coding","REXO5"
"33","ENSG00000005238",4912,120.231984653192,-0.355065904049789,0.28208354276316,-1.2587260517637,0.208129298208838,0.643646052424264,"FAM214B","ENSG00000005238.19","9",35104112,"family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]",35116341,-1,9,"protein_coding","FAM214B"
"34","ENSG00000005339",3781,1665.09313837599,0.922309087794315,0.624702985893388,1.47639615724795,0.139837573711405,0.561311214952997,"CREBBP","ENSG00000005339.14","16",3725054,"CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]",3880726,-1,20,"protein_coding","CREBBP"
"35","ENSG00000005469",1901,268.297885243843,-0.548961977842056,0.27492875319186,-1.99674268867383,0.0458531422334163,0.366656294103189,"CROT","ENSG00000005469.11","7",87345681,"carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]",87399795,1,7,"protein_coding","CROT"
"36","ENSG00000005486",2524,231.476409400055,-0.423191515691869,0.237039485860011,-1.7853207627264,0.0742093029525797,0.446812391436079,"RHBDD2","ENSG00000005486.17","7",75842602,"rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]",75888926,1,9,"protein_coding","RHBDD2"
"37","ENSG00000005810",9661,1758.97565216793,0.127709397185301,0.217404696795821,0.587427038456492,0.556916938908232,0.875794908295511,"MYCBP2","ENSG00000005810.18","13",77044657,"MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]",77327094,-1,12,"protein_coding","MYCBP2"
"38","ENSG00000005812",8408,595.195998448101,-0.18388985819496,0.249747955474922,-0.736301756085546,0.461547077750271,0.834073484098816,"FBXL3","ENSG00000005812.11","13",76992598,"F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]",77027195,-1,6,"protein_coding","FBXL3"
"39","ENSG00000005884",12986,2238.01349541246,-0.0534895366669108,0.232965438456323,-0.229602884536622,0.818400365219075,0.957500571634461,"ITGA3","ENSG00000005884.18","17",50055968,"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]",50090481,1,16,"protein_coding","ITGA3"
"40","ENSG00000005889",13822,812.552570452516,0.0271332495790516,0.192320647235945,0.141083393639809,0.88780406238193,0.975516925032309,"ZFX","ENSG00000005889.15","X",24149173,"zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]",24216255,1,11,"protein_coding","ZFX"
"41","ENSG00000006007",11386,2950.70934373041,-0.0535951440088448,0.133104132765379,-0.402655747010623,0.687201493023215,0.917052927350179,"GDE1","ENSG00000006007.12","16",19501693,"glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]",19522123,-1,5,"protein_coding","GDE1"
"42","ENSG00000006015",367,126.717146742489,-0.736306739068303,0.239689652888621,-3.07191708192114,0.00212688797785365,0.0878114201998681,"REX1BD","ENSG00000006015.17","19",18588685,"required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]",18592336,1,8,"protein_coding","REX1BD"
"43","ENSG00000006016",8466,16.3170327880583,-0.375169784079178,0.514197783004378,-0.729621551238744,0.46562154518298,0.835743666114829,"CRLF1","ENSG00000006016.11","19",18572220,"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]",18607741,-1,5,"protein_coding","CRLF1"
"44","ENSG00000006047",12063,169.268368404225,-0.111767605425711,0.340151600251101,-0.328581742209073,0.742471850080861,0.935116213851605,"YBX2","ENSG00000006047.13","17",7288263,"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]",7294639,-1,7,"protein_coding","YBX2"
"45","ENSG00000006118",3894,394.829930787068,-0.304000054977753,0.20909633166463,-1.45387560153537,0.145980798314635,0.569701237029428,"TMEM132A","ENSG00000006118.14","11",60924463,"transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]",60937159,1,14,"protein_coding","TMEM132A"
"46","ENSG00000006282",7523,390.097399284774,0.18966559414152,0.221386783461272,0.856715975435357,0.391601872182843,0.791061801867295,"SPATA20","ENSG00000006282.21","17",50543058,"spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]",50555852,1,28,"protein_coding","SPATA20"
"47","ENSG00000006451",2747,792.186471330194,0.385427170219587,0.224446075832632,1.71723728646073,0.0859358253772926,0.475447757419628,"RALA","ENSG00000006451.8","7",39623565,"RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]",39708120,1,5,"protein_coding","RALA"
"48","ENSG00000006453",13368,570.551173743732,0.0365331752697397,0.195708002822397,0.186671851650815,0.851917927254472,0.968166374168775,"BAIAP2L1","ENSG00000006453.14","7",98291650,"BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]",98401090,-1,5,"protein_coding","BAIAP2L1"
"49","ENSG00000006459",1975,647.173928013773,-0.489781071904406,0.248961670513387,-1.96729508961931,0.0491492008299237,0.378287089526921,"KDM7A","ENSG00000006459.11","7",140084746,"lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]",140176983,-1,3,"protein_coding","KDM7A"
"50","ENSG00000006468",1537,69.216553413444,-0.911740709568575,0.427554375747828,-2.13245556889428,0.0329694133594619,0.326036142727958,"ETV1","ENSG00000006468.14","7",13891229,"ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]",13991425,-1,23,"protein_coding","ETV1"
"51","ENSG00000006534",1733,19.3952852433692,-0.998164829480167,0.483970954471654,-2.06244779827718,0.0391651226141332,0.34348893740904,"ALDH3B1","ENSG00000006534.16","11",68008578,"aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]",68029282,1,10,"protein_coding","ALDH3B1"
"52","ENSG00000006576",9804,248.099670132585,-0.139348004805648,0.243720209917515,-0.571753999608031,0.567488645372098,0.879483501829636,"PHTF2","ENSG00000006576.16","7",77798792,"putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]",77957503,1,12,"protein_coding","PHTF2"
"53","ENSG00000006625",9836,1530.95573716594,0.115880783793267,0.204255831958156,0.567331579629053,0.570488925484175,0.881390604358669,"GGCT","ENSG00000006625.18","7",30496621,"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]",30504841,-1,8,"protein_coding","GGCT"
"54","ENSG00000006695",10066,198.751606676855,-0.109537978487967,0.201470137217007,-0.543693373127462,0.586652493423623,0.885521777312951,"COX10","ENSG00000006695.12","17",14069490,"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]",14231736,1,7,"protein_coding","COX10"
"55","ENSG00000006704",14582,273.884917586116,-0.0174777276592496,0.274146042369756,-0.0637533466037654,0.949166626658407,0.988750172180578,"GTF2IRD1","ENSG00000006704.10","7",74453790,"GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]",74602604,1,7,"protein_coding","GTF2IRD1"
"56","ENSG00000006744",4566,818.625619893244,0.247285873300513,0.186883005532209,1.32321220218118,0.185764819252006,0.618307645598804,"ELAC2","ENSG00000006744.19","17",12991612,"elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]",13018065,-1,21,"protein_coding","ELAC2"
"57","ENSG00000006757",7794,56.6031503035683,-0.229896579239427,0.280794681719494,-0.818735518178681,0.412937327409965,0.804558925769777,"PNPLA4","ENSG00000006757.12","X",7898247,"patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]",7927739,-1,4,"protein_coding","PNPLA4"
"58","ENSG00000007047",14325,364.927930685259,0.0220562716938566,0.247651824143035,0.0890616161224704,0.929032942025828,0.985125680296569,"MARK4","ENSG00000007047.15","19",45079288,"microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]",45305284,1,11,"protein_coding","MARK4"
"59","ENSG00000007080",13619,355.495997316686,-0.0353928610999209,0.220047545543566,-0.160841880842128,0.872217938503125,0.972989809747662,"CCDC124","ENSG00000007080.11","19",17933015,"coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]",17943991,1,4,"protein_coding","CCDC124"
"60","ENSG00000007255",8362,55.9957670231779,-0.28579500191418,0.384976188793982,-0.742370593904761,0.457862831035418,0.831968442938512,"TRAPPC6A","ENSG00000007255.10","19",45162928,"trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]",45178237,-1,5,"protein_coding","TRAPPC6A"
"61","ENSG00000007264",1087,104.250784908256,-0.728333672352807,0.307453863508864,-2.36892021469689,0.0178401014903113,0.249482412837371,"MATK","ENSG00000007264.15","19",3777970,"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]",3802129,-1,15,"protein_coding","MATK"
"62","ENSG00000007376",5467,124.509803698435,-0.283931052262023,0.244035673636248,-1.16348174851371,0.244634099009236,0.6800426928877,"RPUSD1","ENSG00000007376.8","16",784974,"RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]",788397,-1,10,"protein_coding","RPUSD1"
"63","ENSG00000007384",12890,232.362724692828,-0.0530092447849455,0.221845972777207,-0.238946166663935,0.811147326396736,0.955834850376084,"RHBDF1","ENSG00000007384.15","16",58059,"rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]",76355,-1,11,"protein_coding","RHBDF1"
"64","ENSG00000007392",6363,405.697671210698,-0.203147393880173,0.199325851833574,-1.01917233520612,0.308121157974754,0.735815214345946,"LUC7L","ENSG00000007392.16","16",188969,"LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]",229463,-1,21,"protein_coding","LUC7L"
"65","ENSG00000007520",6502,147.746238128986,-0.256807956191682,0.256915610206481,-0.999580975189818,0.317513333822388,0.742019426611826,"TSR3","ENSG00000007520.4","16",1349240,"TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]",1351878,-1,2,"protein_coding","TSR3"
"66","ENSG00000007923",12450,475.987126664435,0.0529755462580623,0.184776866285689,0.286700101170432,0.774341960115901,0.94489659369088,"DNAJC11","ENSG00000007923.16","1",6634168,"DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]",6701924,-1,11,"protein_coding","DNAJC11"
"67","ENSG00000007944",8110,718.3382579295,0.122700127400299,0.158014807605676,0.776510311024113,0.437447735108208,0.819317097066702,"MYLIP","ENSG00000007944.15","6",16129086,"myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]",16148248,1,2,"protein_coding","MYLIP"
"68","ENSG00000007968",6331,150.289976922729,0.280071495357118,0.27348274681872,1.02409200805185,0.305791818877893,0.733987279135143,"E2F2","ENSG00000007968.7","1",23506438,"E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]",23531233,-1,2,"protein_coding","E2F2"
"69","ENSG00000008083",6841,730.69496314375,0.149415757044174,0.157243741054745,0.950217516080044,0.342001740176263,0.759404653091301,"JARID2","ENSG00000008083.14","6",15246069,"jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]",15522042,1,3,"protein_coding","JARID2"
"70","ENSG00000008130",4607,488.663853181396,-0.221735789086977,0.168700324254397,-1.31437678064331,0.188719440334619,0.622552997510101,"NADK","ENSG00000008130.15","1",1751232,"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]",1780457,-1,17,"protein_coding","NADK"
"71","ENSG00000008256",4602,353.968034697564,0.33018494530722,0.250972476744161,1.3156221335131,0.18830090090304,0.621847055100394,"CYTH3","ENSG00000008256.16","7",6161776,"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]",6272644,-1,11,"protein_coding","CYTH3"
"72","ENSG00000008277",9509,54.5733318252913,0.18007251825811,0.298113003980433,0.604041138272281,0.545816291882149,0.872232257419438,"ADAM22","ENSG00000008277.14","7",87934143,"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]",88202889,1,11,"protein_coding","ADAM22"
"73","ENSG00000008294",1383,2087.59716963137,0.52593135382379,0.237951528594648,2.21024574597173,0.0270881116915835,0.297734190761938,"SPAG9","ENSG00000008294.21","17",50962174,"sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]",51120868,-1,22,"protein_coding","SPAG9"
"74","ENSG00000008300",9242,286.334707561399,-0.154560841375888,0.243510091113377,-0.634720477780634,0.525610735597176,0.863890663946456,"CELSR3","ENSG00000008300.17","3",48636463,"cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]",48662886,-1,4,"protein_coding","CELSR3"
"75","ENSG00000008323",5780,243.614971259423,-0.388871971097271,0.34942783964367,-1.11288205168147,0.265759089473252,0.698716218182567,"PLEKHG6","ENSG00000008323.15","12",6310436,"pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]",6328506,1,9,"protein_coding","PLEKHG6"
"76","ENSG00000008382",13295,32.2498048598759,0.093254964281978,0.481744114804238,0.193577796627309,0.846506485047191,0.967354163223752,"MPND","ENSG00000008382.15","19",4343527,"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]",4360086,1,8,"protein_coding","MPND"
"77","ENSG00000008394",2315,4261.57265440428,0.302028805950498,0.162900326029567,1.85407121834538,0.0637289717439445,0.418389677698959,"MGST1","ENSG00000008394.13","12",16347142,"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]",16609259,1,19,"protein_coding","MGST1"
"78","ENSG00000008405",1999,488.2411072433,-0.43705325348902,0.223239530754991,-1.95777715537618,0.0502561671499792,0.382163079963398,"CRY1","ENSG00000008405.12","12",106991364,"cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]",107093549,-1,5,"protein_coding","CRY1"
"79","ENSG00000008441",9346,842.966192970879,0.158126888484106,0.253875478267743,0.622852153989216,0.53338168206919,0.867251572268025,"NFIX","ENSG00000008441.16","19",12995608,"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]",13098796,1,14,"protein_coding","NFIX"
"80","ENSG00000008513",4916,322.529451701247,-0.27074969154791,0.215302261745765,-1.25753296483071,0.20856070998916,0.643646052424264,"ST3GAL1","ENSG00000008513.16","8",133454848,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]",133571940,-1,16,"protein_coding","ST3GAL1"
"81","ENSG00000008735",11736,466.863100998491,-0.0982891809919654,0.268577675733359,-0.365961842225286,0.714393548881763,0.924357271272682,"MAPK8IP2","ENSG00000008735.14","22",50600793,"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]",50613981,1,2,"protein_coding","MAPK8IP2"
"82","ENSG00000008988",9372,2957.00276051076,0.104596196912257,0.168671681153122,0.620117118636552,0.535180682584266,0.867555361874803,"RPS20","ENSG00000008988.9","8",56067295,"ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]",56074581,-1,12,"protein_coding","RPS20"
"83","ENSG00000009335",4946,2398.62740546619,-0.213550333233082,0.170155460730788,-1.25503073669173,0.209467602219777,0.643646052424264,"UBE3C","ENSG00000009335.18","7",157138916,"ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]",157269370,1,9,"protein_coding","UBE3C"
"84","ENSG00000009413",11790,3111.09446855849,0.0847476924658868,0.235020264212102,0.36059738401708,0.718400445185385,0.925847800960338,"REV3L","ENSG00000009413.15","6",111299028,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",111483715,-1,14,"protein_coding","REV3L"
"85","ENSG00000009709",4655,122.787338589815,-0.380291475572331,0.29099909156471,-1.30684763834654,0.191264462326658,0.624443963021376,"PAX7","ENSG00000009709.12","1",18630846,"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]",18748866,1,3,"protein_coding","PAX7"
"86","ENSG00000009780",11094,78.9039585154495,0.131060429962493,0.304396469400059,0.430558311733389,0.666789558817519,0.913197209500864,"FAM76A","ENSG00000009780.15","1",27725979,"family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]",27763122,1,7,"protein_coding","FAM76A"
"87","ENSG00000009830",1630,155.902511932625,0.439578779350263,0.209642825377953,2.0967985837711,0.0360114090237508,0.335834005257691,"POMT2","ENSG00000009830.11","14",77274956,"protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]",77320884,-1,23,"protein_coding","POMT2"
"88","ENSG00000009844",12274,567.035157224379,-0.0587518998287194,0.193101114313395,-0.304254587228158,0.760933940174227,0.941762395168975,"VTA1","ENSG00000009844.16","6",142147162,"vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]",142224685,1,5,"protein_coding","VTA1"
"89","ENSG00000010017",9529,1303.0384255798,0.0980418648040968,0.163067032718123,0.601236578417241,0.547682424655883,0.873296472587289,"RANBP9","ENSG00000010017.13","6",13621498,"RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]",13711835,-1,2,"protein_coding","RANBP9"
"90","ENSG00000010072",14162,318.546732284082,0.0211721060293066,0.20138175425858,0.105134182127151,0.916269336178116,0.982525867915005,"SPRTN","ENSG00000010072.16","1",231337104,"SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]",231355023,1,6,"protein_coding","SPRTN"
